name	number	code	lat	lon	type	favourite
1010 Teron	1867	WH430	45.327938	-75.897675	0	0
1090 Ambleside	2475	NJ070	45.372837	-75.780327	0	0
1145 Hunt Club	8441	RF470	45.351315	-75.652313	0	0
1237 Dunning RD	6582	EZ547	45.511074	-75.401695	0	0
1240 Dunning RD	6581	EZ554	45.510956	-75.401863	0	0
1305 Baseline	4001	SB100	45.364086	-75.733871	0	0
1305 Baseline	4046	SB110	45.363956	-75.733551	0	0
1500 Bronson	4091	RA440	45.379562	-75.685951	0	0
1500 Bronson	5626	RA450	45.379864	-75.685417	0	0
1558 Merivale	4494	SB290	45.353058	-75.734924	0	0
1692 Dunning	3234	EZ010	45.496658	-75.393639	0	0
1695 Dunning	3235	EZ012	45.496731	-75.393417	0	0
1755 Merivale	4492	SB300	45.353275	-75.734734	0	0
1805 Woodward	7496	NG440	45.369564	-75.751823	0	0
1806 Woodward	4903	NG430	45.369553	-75.751617	0	0
1929 Queensdale	6597	RH141	45.351753	-75.615387	0	0
1951 Robertson	936	WF420	45.325577	-75.824821	0	0
1966 Robertson	933	WF430	45.325291	-75.825081	0	0
2405 Robertson	5376	WI370	45.315514	-75.849228	0	0
2405 Robertson	5385	WI380	45.31535	-75.849052	0	0
2591 Queensview	4000	WC515	45.355049	-75.783478	0	0
2600 Queensview	2395	WC510	45.355091	-75.783119	0	0
2625 Sheffield	6593	AL625	45.404621	-75.606255	0	0
2630 Sheffield	6594	AL620	45.404652	-75.606476	0	0
2655 Queensview	5231	WC520	45.353596	-75.786049	0	0
2670 Queensview	2384	WC500	45.353283	-75.786354	0	0
2775 Robertson	5383	WI415	45.308773	-75.86541	0	0
2775 Robertson	5387	WI425	45.308647	-75.865204	0	0
2839 Robertson	2013	WI430	45.306812	-75.870178	0	0
2839 Robertson	2014	WI435	45.306686	-75.870071	0	0
2881 Richmond	6439	WD160	45.355274	-75.797005	0	0
300 Des Pères Blancs	7040	AB200	45.444321	-75.660179	0	0
303 Terry Fox	1463	WM402	45.349155	-75.905342	0	0
303 Terry Fox	1558	WM404	45.3493	-75.905251	0	0
329 March	7986	WH350	45.335739	-75.908211	0	0
339 West Hunt Club	1320	SD818	45.339802	-75.712738	0	0
340 West Hunt Club	1319	SD815	45.339577	-75.712509	0	0
3585 Sarsfield	3721	ER660	45.440174	-75.34269	0	0
359 Terry Fox	7997	WM385	45.350945	-75.9179	0	0
359 Terry Fox	1513	WM386	45.351025	-75.918091	0	0
360 Coventry	7118	AD20	45.421421	-75.647888	0	0
360 March	7984	WH340	45.336227	-75.908371	0	0
3636 Innes	8129	EJ470	45.448578	-75.522362	0	0
40 Hines	1174	WM435	45.343349	-75.921104	0	0
4000 Innovation	1182	WM475	45.342194	-75.930283	0	0
4048 Carling	1779	WH319	45.337967	-75.907646	0	0
4055 Carling	1749	WH318	45.338123	-75.907967	0	0
412 River	3232	RR657	45.299759	-75.694603	0	0
412 River	3233	RR659	45.299774	-75.694809	0	0
4120 Riverside	2154	RR300	45.329395	-75.693794	0	0
4120 Riverside	2155	RR310	45.329319	-75.694054	0	0
43 Auriga	6091	SD645	45.330151	-75.706055	0	0
436 Hazeldean	6253	WI495	45.300919	-75.884109	0	0
436 Hazeldean	6161	WI500	45.300816	-75.883949	0	0
4509 Innes - Métro	1712	EO612	45.461735	-75.485207	0	0
4510 Innes - Métro	1729	EO610	45.46143	-75.485649	0	0
454 Viewmount	6055	SC510	45.353561	-75.709328	0	0
454 Viewmount	6059	SC520	45.353558	-75.70919	0	0
46 Auriga	6093	SD635	45.330223	-75.706131	0	0
4898 Piperville	8511	RZ339	45.347599	-75.511131	0	0
4909 Pipperville	8510	RZ342	45.347622	-75.511551	0	0
4992 Piperville	1811	RZ338	45.348644	-75.508507	0	0
4995 Piperville	1810	RZ337	45.34877	-75.508575	0	0
518 Donald B Munro	1623	WZ220	45.344242	-76.042786	0	0
5554 Piperville	1842	RZ327	45.356464	-75.48912	0	0
5554 Piperville	1843	RZ328	45.356339	-75.489021	0	0
5661 Hazeldean	1154	WS012	45.284859	-75.909271	0	0
5664 Hazeldean	1155	WS013	45.285206	-75.908424	0	0
5866 Piperville	1848	RZ316	45.362469	-75.473236	0	0
5873 Piperville	1844	RZ317	45.362598	-75.473351	0	0
6501 Campeau	5370	WH891	45.31509	-75.910759	0	0
6501 Campeau	5366	WH892	45.314945	-75.911217	0	0
66 Iber	1648	WS894	45.278877	-75.90686	0	0
67 Iber	1669	WS896	45.278984	-75.906685	0	0
6785 Franktown	1067	WR527	45.174591	-75.869698	0	0
6785 Franktown	1068	WR529	45.17448	-75.86956	0	0
695 Industrial	1714	AE370	45.410789	-75.640694	0	0
70 Mcewen	2338	NJ020	45.371967	-75.782677	0	0
70 Mcewen	6248	NJ030	45.371456	-75.782631	0	0
700 Industrial	1715	AE375	45.410725	-75.64106	0	0
7000 Campeau	1269	WH897	45.314003	-75.91526	0	0
7000 Campeau	1270	WH898	45.313881	-75.91523	0	0
760 Eagleson (superstore)	2064	WK018	45.284374	-75.866112	0	0
770 Cyclone Taylor	1109	WL015	45.297539	-75.921738	0	0
770 Cyclone Taylor	1110	WL017	45.297493	-75.921928	0	0
830 Industrial	8546	AE335	45.407219	-75.632545	0	0
831 Industrial	7137	AE325	45.408077	-75.633209	0	0
8th Line & Byron	6987	RY110	45.233822	-75.471825	0	0
8th Line & Eldo	1070	RY102	45.23098	-75.470322	0	0
8th Line & Eldo	1047	RY103	45.231285	-75.470261	0	0
8th Line & Russell	6984	RY100	45.22987	-75.469727	0	0
8th Line & Russell	6985	RY101	45.229904	-75.469574	0	0
8th Line & United	6986	RY111	45.233864	-75.471634	0	0
Abbeyhill & AY Jackson HS	6941	WJ630	45.295311	-75.881226	0	0
Abbeyhill & AY Jackson HS	572	WJ659	45.295856	-75.880615	0	0
Abbeyhill & Banning	1932	WJ650	45.297127	-75.879768	0	0
Abbeyhill & Hazeldean Mall	884	WJ670	45.299797	-75.87719	0	0
Abbeyhill & Old Colony	5432	WJ660	45.29686	-75.87986	0	0
Abbot & Moss Hill	1210	WS185	45.264198	-75.911575	0	0
Abbott & Amy	2203	WS840	45.266933	-75.907494	0	0
Abbott & Amy	2204	WS845	45.26683	-75.907372	0	0
Abbott & Carbery	2198	WS810	45.2617	-75.915817	0	0
Abbott & Carbery	891	WS815	45.26162	-75.915703	0	0
Abbott & Granite Ridge	2206	WS855	45.268082	-75.905281	0	0
Abbott & Granite Ridge	1593	WS857	45.268585	-75.904808	0	0
Abbott & Iber	1626	WS858	45.272106	-75.899139	0	0
Abbott & Iber	1646	WS859	45.271996	-75.899002	0	0
Abbott & Moss Hill	2199	WS820	45.264111	-75.911972	0	0
Abbott & Shea	2200	WS825	45.265511	-75.909462	0	0
Abbott & Shea	1128	WS831	45.266014	-75.908981	0	0
Abbott & Stittsville Main	2196	WS800	45.25872	-75.920654	0	0
Abbott & Stittsville Main	2197	WS805	45.258835	-75.92012	0	0
Abbott Point OF Care & Moodie	1378	WG600	45.345428	-75.841476	0	0
Abbott Point OF Care & Moodie	1379	WG610	45.345341	-75.841362	0	0
Acacia & Rideau	7026	AA410	45.444561	-75.672432	0	0
Acres & Richmond	2869	WD558	45.342945	-75.808502	0	0
Adiral & Anna	7467	NF210	45.382633	-75.729088	0	0
Adiral & Anna	7465	NF220	45.382809	-75.729454	0	0
Adiral & Crerar	2427	NF230	45.384754	-75.729698	0	0
Adiral & Crerar	7466	NF240	45.384583	-75.729805	0	0
Adiral & Shillington	8093	NF140	45.381325	-75.728218	0	0
Ages & Hawthorne	4337	RI482	45.385616	-75.60482	0	0
Ages & Hawthorne	3637	RI483	45.385654	-75.604233	0	0
Ages & Legacy	3636	RI481	45.385216	-75.605347	0	0
Ages & Legacy	4338	RI484	45.384491	-75.608437	0	0
Ages & Legacy	3635	RI488	45.384373	-75.609093	0	0
Ages & Swansea	4339	RI485	45.380753	-75.614815	0	0
Ages & Swansea	4340	RI487	45.383385	-75.613182	0	0
Ages & Swansea	3634	RI490	45.38414	-75.610794	0	0
Agri-food Canad	WA081	WA081	45.284187	-75.767387	0	0
Airport & Airbus Private	8366	RE420	45.324181	-75.661446	0	0
Airport & Uplands	6144	RE410	45.328705	-75.654045	0	0
Airport & Uplands	1549	RE415	45.329487	-75.653915	0	0
Airport Stop	3039	RE900	45.322231	-75.665871	0	0
Airportand Air Canad Cargo	3066	RE430	45.323677	-75.663033	0	0
Albert & Bank	3002	CB910	45.420422	-75.699501	0	0
Albert & Bay	3004	CA930	45.417103	-75.707077	0	0
Albert & Empress	2392	CJ075	45.413589	-75.711189	0	0
Albert & Kent	3003	CA920	45.418812	-75.703209	0	1
Albert & Metcalfe	3001	CB900	45.421814	-75.69619	0	1
Albert & Preston	5684	CJ086	45.411572	-75.715591	0	0
Albert & Preston	6659	CJ090	45.411205	-75.716751	0	0
Albion & Brampton	4260	RG050	45.348541	-75.640038	0	0
Albion & Brampton	8951	RG060	45.348675	-75.639977	0	0
Albion & Cahill	8844	RF260	45.358616	-75.645607	0	0
Albion & Cahill	5756	RF270	45.35841	-75.645584	0	0
Albion & Cinanni	8873	RG070	45.347721	-75.639633	0	0
Albion & D'aoust	8882	RG080	45.347519	-75.639313	0	0
Albion & Del Zotto	1240	RH505	45.313679	-75.619751	0	0
Albion & Del Zotto	1241	RH506	45.314457	-75.620415	0	0
Albion & Fenton	7413	RH501	45.317913	-75.622208	0	0
Albion & Goth	4261	RG090	45.345745	-75.638474	0	0
Albion & Goth	4265	RG100	45.345348	-75.638062	0	0
Albion & Leitrim	5949	RH492	45.32082	-75.62384	0	0
Albion & Leitrim	5769	RH495	45.319901	-75.623634	0	0
Albion & Massicotte	8380	RG030	45.349934	-75.640884	0	0
Albion & Mcmahon	4262	RG105	45.344982	-75.638054	0	0
Albion & Quinn	6599	RH502	45.317902	-75.622391	0	0
Albion & Ridgedale	4263	RG120	45.343723	-75.637329	0	0
Albion & Southgate	4238	RF280	45.357124	-75.644814	0	0
Albion & Southgate	4239	RF285	45.356312	-75.64444	0	0
Albion & Walkley	7197	AH095	45.37281	-75.653763	0	0
Albion & Walkley	8403	AH360	45.373825	-75.654137	0	0
Albion & Wyldewood	4264	RG085	45.346245	-75.638535	0	0
Alexander & Charles	7002	AA050	45.442532	-75.691505	0	0
Alexander & Thomas	8762	AA035	45.442795	-75.692322	0	0
Alfred & Montréal	8749	AB300	45.43885	-75.654579	0	0
Algoma & Comstock	1190	EC605	45.416698	-75.619766	0	0
Algoma & Comstock	1191	EC610	45.416332	-75.620522	0	0
Algoma & Kenaston	1192	EC615	45.41766	-75.62368	0	0
Algoma & Kenaston	1193	EC620	45.41824	-75.624214	0	0
Algoma & Startop	1195	EC600	45.417217	-75.617271	0	0
Algonquin College & College	706	SH150	45.348331	-75.757072	0	0
Algonquin College & College	707	SH155	45.348473	-75.756889	0	0
Allumettières & Champlain	1304	CK115	45.432247	-75.71241	0	0
Allumettières & Laurier	6533	CK110	45.43232	-75.710159	0	0
Alta Vista & Balfour	7167	AF170	45.405045	-75.660439	0	0
Alta Vista & Billings	7175	AG220	45.394539	-75.662674	0	0
Alta Vista & Caledon	8544	AF110	45.410301	-75.657257	0	0
Alta Vista & Caledon	8209	AF120	45.410149	-75.657158	0	0
Alta Vista & Clontarf	5709	AG330	45.385071	-75.662422	0	0
Alta Vista & Cluny	7166	AF160	45.404999	-75.660225	0	0
Alta Vista & Crestview	7174	AG200	45.396343	-75.662178	0	0
Alta Vista & Crestview	8228	AG210	45.395592	-75.662689	0	0
Alta Vista & Cunningham	7178	AG280	45.389275	-75.662727	0	0
Alta Vista & Cunningham	7177	AG290	45.388668	-75.663086	0	0
Alta Vista & Dale	7164	AF130	45.408779	-75.658173	0	0
Alta Vista & Dorion	7165	AF140	45.408257	-75.658211	0	0
Alta Vista & Dorion	8219	AF150	45.407818	-75.658676	0	0
Alta Vista & Heron	8359	AG390	45.378456	-75.661011	0	0
Alta Vista & Kilborn	5851	AG300	45.386723	-75.662834	0	0
Alta Vista & Kilborn	5705	AG310	45.386494	-75.662567	0	0
Alta Vista & Mountbatten	8227	AG260	45.391685	-75.662415	0	0
Alta Vista & Orillia	8226	AG320	45.385235	-75.662598	0	0
Alta Vista & Palen	8422	AG360	45.382042	-75.661804	0	0
Alta Vista & Pleasant Park	8206	AG240	45.393425	-75.66259	0	0
Alta Vista & Pleasant Park	7176	AG250	45.393162	-75.662682	0	0
Alta Vista & Randall	7180	AG340	45.383827	-75.662193	0	0
Alta Vista & Randall	7179	AG350	45.382874	-75.662209	0	0
Alta Vista & Ridgemont	8425	AG430	45.377113	-75.660843	0	0
Alta Vista & Rolland	8626	AF105	45.411263	-75.65593	0	0
Alta Vista & Smyth	7170	AF210	45.399715	-75.661819	0	0
Alta Vista & Smyth	7168	AF220	45.400898	-75.6623	0	0
Alta Vista & Smyth	7169	AF230	45.399212	-75.661919	0	0
Alta Vista & Smyth	8207	AG190	45.39806	-75.661537	0	0
Alta Vista & Summit	837	AG270	45.39135	-75.662125	0	0
Alta Vista & Valour	8220	AF180	45.402775	-75.661842	0	0
Alta Vista & Valour	8208	AF190	45.402821	-75.66156	0	0
Alta Vista & Wesmar	8423	AG370	45.381737	-75.661896	0	0
Alta Vista & Wesmar	7181	AG380	45.379852	-75.661438	0	0
Amberwood & Calais	6069	SD280	45.32098	-75.710052	0	0
Amberwood & Edenbrook	993	SD250	45.320503	-75.707466	0	0
Amberwood & Edenbrook	991	SD260	45.320545	-75.707146	0	0
Amberwood & Erinlea	6072	SD320	45.319145	-75.713036	0	0
Amberwood & Fifeshire	6067	SD210	45.323891	-75.703979	0	0
Amberwood & Fifeshire	6068	SD230	45.322453	-75.705544	0	0
Amberwood & Lacewood	6070	SD270	45.320564	-75.709778	0	0
Amberwood & Merivale	381	SD340	45.317406	-75.713837	0	0
Amberwood & Parmalea	6066	SD200	45.323807	-75.702385	0	0
Amberwood & Prince OF Wales	6065	SD175	45.322983	-75.701424	0	0
Amberwood & Weatherwood	4567	SD290	45.321671	-75.712105	0	0
Amberwood & Weatherwood	6071	SD300	45.321507	-75.712173	0	0
Amberwood & Weatherwood	992	SD310	45.320629	-75.713791	0	0
Amberwood & Weatherwood	990	SD330	45.318523	-75.712868	0	0
Ambleside & Mcewen	6247	NJ060	45.372581	-75.78138	0	0
Ambleside & New Orchard	6885	NJ080	45.37368	-75.779816	0	0
Ambleside & New Orchard	6258	NJ090	45.374035	-75.779205	0	0
Amiens & Prestwick	5630	EM580	45.472794	-75.499458	0	0
Anderson & Anderson	765	EH700	45.419708	-75.568336	0	0
Anderson & Leitrim	1532	RZ700	45.360855	-75.534645	0	0
Anderson & Leitrim	1529	RZ710	45.359951	-75.533974	0	0
Anderson & Piperville	1535	RZ720	45.342464	-75.524635	0	0
Anderson & Weir	766	EH705	45.419804	-75.568039	0	0
Ann & Maple	1491	SY188	45.225533	-75.686005	0	0
Antares & Auriga	6090	SD640	45.329762	-75.708282	0	0
Antares & Auriga	6092	SD660	45.330929	-75.709366	0	0
Antares & Auriga	6095	SD670	45.330936	-75.709198	0	0
Antares & Capella	1968	SD680	45.333508	-75.708908	0	0
Antares & Capella	1922	SD690	45.333569	-75.70874	0	0
Antares & West Hunt Club	6096	SD700	45.335369	-75.706345	0	0
Antares & West Hunt Club	6097	SD710	45.335663	-75.705421	0	0
Appleton & Meadwbrook	8502	ED400	45.42609	-75.603569	0	0
Athans & Bank	4801	RG225	45.351727	-75.631721	0	0
Athans & Councillor's	1617	RG221	45.353359	-75.627373	0	0
Athans & Levada	6142	RG230	45.353363	-75.627716	0	0
Athans & Sixth	4273	RG240	45.353958	-75.625893	0	0
Auriga & Antares	6094	SD650	45.329731	-75.707954	0	0
Auriga & Antares	1039	SD695	45.334606	-75.706184	0	0
Auriga & Deakin	1873	SD618	45.332138	-75.704376	0	0
Auriga & Deakin	6089	SD620	45.331284	-75.704636	0	0
Aviation Museum	8835	EA700	45.458054	-75.64518	0	0
Bank & AD 2380	5727	RF390	45.354645	-75.649979	0	0
Bank & AD 2401	5726	RF380	45.354733	-75.649483	0	1
Bank & AD 4771	1062	RH705	45.322174	-75.594673	0	0
Bank & AD 4771	1063	RH710	45.321949	-75.594673	0	0
Bank & AD 4835	1069	RH760	45.309456	-75.587234	0	0
Bank & Alta Vista	4107	RA180	45.37302	-75.664436	0	0
Bank & Analdea	1059	RH660	45.326191	-75.596977	0	0
Bank & Analdea	1058	RH670	45.326088	-75.597122	0	0
Bank & Analdea	1061	RH680	45.324257	-75.595856	0	0
Bank & Analdea	1060	RH690	45.323498	-75.595619	0	0
Bank & Arena	777	RH651	45.329723	-75.598991	0	0
Bank & Arlington	7666	CH110	45.410244	-75.692627	0	0
Bank & Athans	1524	RG195	45.351269	-75.631615	0	0
Bank & Aylmer	6774	CF560	45.395641	-75.684372	0	0
Bank & Aylmer	6773	CF570	45.395477	-75.684029	0	1
Bank & Belanger	8302	RA080	45.383392	-75.671654	0	0
Bank & Belmont	2414	CF530	45.392784	-75.682281	0	1
Bank & Cahill	885	RF375	45.356133	-75.651627	0	0
Bank & Cameron	6740	CF500	45.391163	-75.680748	0	0
Bank & Cameron	7653	CF510	45.391304	-75.680519	0	0
Bank & Catherine	8895	CH120	45.409302	-75.691879	0	1
Bank & Chamberlain	6845	CF740	45.40802	-75.691338	0	0
Bank & Collins	8435	RA150	45.377056	-75.666626	0	0
Bank & Conroy	1352	RH276	45.33622	-75.602707	0	0
Bank & Erie	4105	RA160	45.37529	-75.666016	0	0
Bank & Erie	4106	RA170	45.375088	-75.665581	0	0
Bank & Evans	4103	RA110	45.380543	-75.668427	0	0
Bank & Evans	4102	RA120	45.380165	-75.668533	0	0
Bank & Fifth	6847	CF640	45.401424	-75.687584	0	0
Bank & Fifth	7659	CF650	45.401463	-75.687416	0	1
Bank & First	6842	CF710	45.404713	-75.68924	0	1
Bank & Flora	7667	CH100	45.410702	-75.692703	0	1
Bank & Foxbar	4218	RF050	45.367538	-75.661797	0	0
Bank & Gilmour	7665	CH070	45.413651	-75.695	0	0
Bank & Gladtone	8798	CH080	45.412018	-75.693451	0	0
Bank & Gladtone	2489	CH090	45.4118	-75.693512	0	0
Bank & Glebe	7662	CF700	45.405201	-75.689781	0	0
Bank & Gloucester	2486	CH010	45.417969	-75.698784	0	0
Bank & Gloucester	2484	CH020	45.417797	-75.698349	0	0
Bank & Grove	7654	CF520	45.392406	-75.682236	0	0
Bank & Heron	4104	RA130	45.37928	-75.667732	0	0
Bank & Heron	8306	RA140	45.378117	-75.667488	0	0
Bank & Hopewell	6778	CF540	45.393654	-75.683174	0	0
Bank & Hunt Club	4244	RF400	45.354103	-75.648331	0	0
Bank & Hunt Club	4245	RF410	45.353687	-75.64817	0	0
Bank & Isabella	6844	CF750	45.408405	-75.691368	0	0
Bank & Johnston	8433	RF065	45.360538	-75.657143	0	0
Bank & Johnston	4835	RF075	45.359634	-75.656242	0	0
Bank & Kilborn	8296	RA070	45.384178	-75.672035	0	0
Bank & Kitchener	4219	RF060	45.36639	-75.660973	0	0
Bank & Kitchener	4220	RF070	45.366703	-75.660851	0	0
Bank & Leitrim	1798	RH282	45.330448	-75.599678	0	0
Bank & Leitrim	3575	RH287	45.33173	-75.600105	0	0
Bank & Lewis	2483	CH060	45.413651	-75.694717	0	0
Bank & Lisgar	2487	CH030	45.416714	-75.697731	0	0
Bank & Mason	9002	SX340	45.276653	-75.568008	0	0
Bank & Mason	9003	SX341	45.2766	-75.568199	0	0
Bank & Nottinghill	8861	RF030	45.368847	-75.662445	0	0
Bank & Ohio	8295	RA050	45.385181	-75.672829	0	0
Bank & Ohio	6464	RA060	45.38522	-75.673073	0	0
Bank & Orville Kemp	1054	RH245	45.333656	-75.601532	0	0
Bank & Orville Kemp	8426	RH275	45.333824	-75.601341	0	0
Bank & Patterson	7664	CF730	45.40678	-75.690468	0	0
Bank & Powell	7663	CF720	45.406349	-75.690376	0	0
Bank & Queen	7682	CA080	45.420658	-75.701088	0	0
Bank & Randall	4101	RA100	45.382263	-75.670715	0	0
Bank & Riverdale	3325	CF485	45.389679	-75.67878	0	0
Bank & Riverdale	6741	CF490	45.389896	-75.678673	0	0
Bank & Riverside	8298	RA010	45.388786	-75.67704	0	0
Bank & Riverside	8261	RA020	45.388233	-75.676674	0	0
Bank & Riverside	4100	RA030	45.38776	-75.67569	0	0
Bank & Rockingham	8469	RA090	45.382992	-75.671074	0	0
Bank & Rosebella	4271	RG217	45.348961	-75.627945	0	0
Bank & Rosebella	4270	RG218	45.348858	-75.627274	0	0
Bank & Rotary	3290	RH640	45.327904	-75.597977	0	0
Bank & Rotary	3298	RH645	45.327068	-75.597679	0	0
Bank & Rotary	1057	RH650	45.328033	-75.598244	0	0
Bank & Slater	7687	CA090	45.419392	-75.700027	0	0
Bank & Slater	7688	CA100	45.419109	-75.699486	0	0
Bank & Somerset	1902	CH040	45.415642	-75.69648	0	0
Bank & Somerset	2488	CH050	45.415028	-75.696281	0	0
Bank & South Keys Walkway	4221	RF365	45.358154	-75.654755	0	0
Bank & Sparks	7546	CA110	45.421387	-75.701424	0	0
Bank & ST Bernard	8887	RG200	45.349998	-75.629272	0	0
Bank & ST Bernard	1971	RG210	45.349785	-75.629402	0	0
Bank & Sunnyside	7655	CF550	45.394508	-75.683403	0	0
Bank & Surrey	8860	RF010	45.369301	-75.662964	0	0
Bank & Third	7660	CF660	45.403149	-75.68856	0	0
Bank & Third	6841	CF670	45.40321	-75.688416	0	0
Bank & Transitway	4897	RA040	45.386292	-75.674164	0	0
Bank & Walkley	8436	RA190	45.371105	-75.66346	0	0
Bank & Walkley	8431	RA200	45.371548	-75.664024	0	0
Banner & Nancy	5210	WB540	45.332272	-75.790894	0	0
Banner & Oakmore	5209	WB530	45.332405	-75.790207	0	0
Banner & Parkmount	5211	WB550	45.332306	-75.785919	0	0
Banner & Parkmount	5212	WB560	45.332161	-75.785881	0	0
Banner & Parkmount	5213	WB570	45.331913	-75.783768	0	0
Barnsdale & Lockview	1475	SY015	45.243984	-75.704422	0	0
Barnsdale & Lockview	1476	SY020	45.244102	-75.704605	0	0
Barrhaven Centre 1A	3045	WA940	45.266312	-75.741699	0	0
Barrhaven Centre 2A	3045	WA950	45.266159	-75.741623	0	0
Barrhaven Crossing	4599	SL020	45.293415	-75.744972	0	0
Barrhaven Crossing	4601	SL025	45.293243	-75.744705	0	0
Baseline 1A	3017	SH915	45.347782	-75.762077	0	0
Baseline 1B	3017	SH900	45.347412	-75.761856	0	0
Baseline 1C	3017	SH905	45.347073	-75.761589	0	0
Baseline 1D	3017	SH910	45.346607	-75.761253	0	0
Baseline 2A	3017	SH930	45.347401	-75.761703	0	0
Baseline 2B	3017	SH935	45.347775	-75.761955	0	0
Baseline &  Laurentian Place	4484	SB120	45.362453	-75.737579	0	0
Baseline &  Laurentian Place	4043	SB130	45.362469	-75.737152	0	0
Baseline & AD 2323	2907	SJ290	45.345619	-75.776451	0	0
Baseline & AD 2347	2920	SJ280	45.345375	-75.777626	0	0
Baseline & Bassano	4005	SH060	45.358334	-75.747238	0	0
Baseline & Bassano	2965	SH070	45.35817	-75.746986	0	0
Baseline & Cedarview	1391	WE050	45.333225	-75.809692	0	0
Baseline & Centrepointe	4571	SJ310	45.346519	-75.774193	0	0
Baseline & Centrepointe	2909	SJ350	45.348915	-75.768738	0	0
Baseline & Clyde	4485	SB140	45.361591	-75.739052	0	0
Baseline & Clyde	4003	SH010	45.361206	-75.740532	0	0
Baseline & Cobden	2918	SJ320	45.346764	-75.774353	0	0
Baseline & Cobden	2078	SJ375	45.346489	-75.77507	0	0
Baseline & Cordova	4508	SH080	45.357357	-75.749435	0	0
Baseline & Cordova	4510	SH090	45.357037	-75.749771	0	0
Baseline & Deer Field	2963	SH110	45.356148	-75.751709	0	0
Baseline & Farlane	2420	SB060	45.367031	-75.72657	0	0
Baseline & Farlane	4482	SB070	45.366936	-75.727272	0	0
Baseline & Ferguson	4509	SH100	45.356277	-75.7519	0	0
Baseline & Fisher	6028	SA100	45.371807	-75.715637	0	0
Baseline & Fisher	6764	SB010	45.371254	-75.717445	0	0
Baseline & Greenbank	2900	SJ215	45.341114	-75.787262	0	0
Baseline & Greenbank	2903	WE230	45.340523	-75.789337	0	0
Baseline & Guthrie	1145	WE190	45.339062	-75.7929	0	0
Baseline & Guthrie	311	WE200	45.338898	-75.792831	0	0
Baseline & Highgate	4572	SJ330	45.34808	-75.77047	0	0
Baseline & Highgate	4573	SJ340	45.348637	-75.769852	0	0
Baseline & Lexington	6026	SA080	45.372978	-75.713409	0	0
Baseline & Lexington	6027	SA090	45.372746	-75.713341	0	0
Baseline & Marson	4480	SB020	45.369862	-75.720604	0	0
Baseline & Marson	319	SB030	45.370052	-75.71962	0	0
Baseline & Mcwatters	2922	SJ220	45.342491	-75.784607	0	0
Baseline & Mcwatters	2905	SJ230	45.342365	-75.784264	0	0
Baseline & Merivale	4491	SB080	45.36507	-75.731476	0	0
Baseline & Merivale	4483	SB090	45.365532	-75.729897	0	0
Baseline & Monterey	5249	WE130	45.337448	-75.798065	0	0
Baseline & Monterey	5250	WE140	45.337284	-75.797989	0	0
Baseline & Navaho	4511	SH120	45.35442	-75.755676	0	0
Baseline & Pender	4506	SH040	45.359238	-75.745132	0	0
Baseline & Pender	4507	SH050	45.359119	-75.744789	0	0
Baseline & Prince OF Wales	6762	SA055	45.375286	-75.707123	0	0
Baseline & Prince OF Wales	6770	SA070	45.374958	-75.707794	0	0
Baseline & Qch	946	WE070	45.333385	-75.806435	0	0
Baseline & Robertson	2310	WE060	45.33379	-75.812019	0	0
Baseline & Rockway	4569	SJ260	45.343899	-75.780632	0	0
Baseline & Sandcastle	4049	WE110	45.335674	-75.800751	0	0
Baseline & Sandcastle	1698	WE120	45.335739	-75.800049	0	0
Baseline & Sioux	945	WE090	45.334377	-75.803665	0	0
Baseline & Sioux	943	WE100	45.334515	-75.802933	0	0
Baseline & Southwood	4568	SJ270	45.344311	-75.780205	0	0
Baseline & ST Helen's	4505	SH020	45.360229	-75.742859	0	0
Baseline & ST Helen's	2967	SH030	45.360085	-75.742538	0	0
Baseline & Valley Stream	941	WE080	45.333248	-75.806076	0	0
Baseline & Zena	4481	SB040	45.36853	-75.723114	0	0
Baseline & Zena	6766	SB050	45.368454	-75.723839	0	0
Baseline Off Stop	3017	SH936	45.346996	-75.761429	0	0
Basil Macdonald & Grant Carman	7408	SF065	45.34708	-75.727898	0	0
Bathgate & Den Haag	8631	EE381	45.441589	-75.622711	0	0
Bathgate & Den Haag	4675	EE390	45.441429	-75.622856	0	0
Bathgate & Matheson	8828	EE440	45.436649	-75.620064	0	0
Bathgate & Matheson	8826	EE450	45.436565	-75.619759	0	0
Bathgate & Ogilvie	4433	EE480	45.432213	-75.618042	0	0
Bathgate & Plumber	4430	EE400	45.440075	-75.622047	0	0
Bathgate & Plumber	8632	EE410	45.440235	-75.621941	0	0
Bathgate & Rainbow	4431	EE460	45.434967	-75.619057	0	0
Bathgate & Rainbow	4432	EE470	45.434875	-75.618767	0	0
Bay & Sparks	7549	CA320	45.418594	-75.706825	0	0
Baycrest & Cedarwood	5880	AH490	45.377499	-75.650993	0	0
Baycrest & Cedarwood	2394	AH500	45.377663	-75.651176	0	0
Baycrest & Heron	5899	AH470	45.378998	-75.652733	0	0
Baycrest & Heron	1917	AH480	45.37915	-75.652687	0	0
Baycrest & Walkley	1924	AH510	45.376511	-75.649628	0	0
Bayshore 1A	3050	WD900	45.345554	-75.809807	0	0
Bayshore 2A	3050	WD910	45.34539	-75.809723	0	0
Bayshore 3A	3050	WD940	45.34594	-75.809723	0	0
Bayshore 4A	3050	WD950	45.345634	-75.809944	0	0
Bayshore 4B	3050	WD960	45.345715	-75.80941	0	0
